Blocks: '[0:82:1996:5:1, -1:82:1997:5:1, 0:82:1997:5:1, 1:82:1997:5:1, -2:82:1998:5:1,
  9:104:2060:95:1, -8:104:2061:95:1, -7:104:2061:95:1, -6:104:2061:95:1, -5:104:2061:95:1,
  -4:104:2061:95:1, -3:104:2061:95:1, -2:104:2061:95:1, -1:104:2061:95:14, 0:104:2061:95:14,
  1:104:2061:95:1, 2:104:2061:95:1, 3:104:2061:95:1, 4:104:2061:95:1, 5:104:2061:95:1,
  6:104:2061:95:1, 7:104:2061:95:1, 8:104:2061:95:1, -5:104:2062:95:1, -4:104:2062:95:1,
  -3:104:2062:95:1, -2:104:2062:95:1, -1:104:2062:160:1, 0:104:2062:160:1, 1:104:2062:160:4,
  2:104:2062:95:1, 3:104:2062:95:1, 4:104:2062:95:1, 5:104:2062:95:1, -4:104:2063:95:1,
  -3:104:2063:95:1, -2:104:2063:95:1, -1:104:2063:160:1, 0:104:2063:160:4, 1:104:2063:160:4,
  2:104:2063:160:4, 3:104:2063:95:1, 4:104:2063:95:1, -1:104:2064:160:1, 0:104:2064:160:1,
  1:104:2064:160:1, -1:105:1936:160:4, 0:105:1936:160:4, 1:105:1936:160:1, -4:105:1937:95:1,
  -3:105:1937:95:1, -2:105:1937:160:1, -1:105:1937:95:1, 0:105:1937:160:4, 1:105:1937:160:4,
  2:105:1937:95:1, 3:105:1937:95:1, -6:105:1938:95:1, -5:105:1938:95:1, -4:105:1938:95:1,
  -3:105:1938:95:1, -2:105:1938:95:1, -1:105:1938:95:1, 0:105:1938:95:1, 1:105:1938:160:1,
  2:105:1938:95:1, 3:105:1938:95:1, 4:105:1938:95:1, 5:105:1938:95:1, 6:105:1938:95:1,
  -7:105:1939:95:1, -6:105:1939:95:1, -5:105:1939:95:1, -4:105:1939:95:1, -3:105:1939:95:1,
  -2:105:1939:95:1, -1:105:1939:95:1, 0:105:1939:95:14, 1:105:1939:95:14, 2:105:1939:95:1,
  3:105:1939:95:1, 4:105:1939:95:1, 5:105:1939:95:1, 6:105:1939:95:1, 7:105:1939:95:1,
  -9:105:1940:95:1, -8:105:1940:95:1, -7:105:1940:95:1, -6:105:1940:95:1, -5:105:1940:95:1,
  -4:105:1940:95:1, -3:105:1940:95:1, -1:105:1940:95:14, 0:105:1940:95:14, 1:105:1940:95:14,
  3:105:1940:95:1, 4:105:1940:95:1, 5:105:1940:95:1, 6:105:1940:95:1, 7:105:1940:95:1,
  8:105:1940:95:1, 9:105:1940:160:1, -10:105:1941:160:4, -9:105:1941:160:1, -8:105:1941:95:1,
  -7:105:1941:95:1, -6:105:1941:95:1, -1:105:1941:95:14, 0:105:1941:95:14, 1:105:1941:95:14,
  6:105:1941:95:1, 7:105:1941:95:1, 8:105:1941:160:4, 9:105:1941:160:1, 10:105:1941:160:4,
  -11:105:1942:160:1, -10:105:1942:95:4, -9:105:1942:160:1, -8:105:1942:160:1, -1:105:1942:95:14,
  0:105:1942:95:14, 1:105:1942:95:14, 8:105:1942:160:4, 9:105:1942:95:1, 10:105:1942:160:1,
  11:105:1942:160:4, -11:105:1943:160:1, -10:105:1943:160:1, 10:105:1943:160:1, 11:105:1943:160:1,
  -58:105:1989:160:4, -57:105:1989:160:1, 57:105:1989:160:1, 58:105:1989:160:1, -59:105:1990:160:4,
  -58:105:1990:160:1, -57:105:1990:160:1, 57:105:1990:160:1, 58:105:1990:95:4, 59:105:1990:160:4,
  -60:105:1991:160:1, -59:105:1991:160:1, -58:105:1991:95:1, 0:105:1991:126:3, 58:105:1991:160:1,
  59:105:1991:160:1, 60:105:1991:95:1, -60:105:1992:95:1, -59:105:1992:160:4, -58:105:1992:160:4,
  -3:105:1992:159:14, -2:105:1992:159:14, -1:105:1992:159:14, 0:105:1992:159:14, 1:105:1992:159:14,
  2:105:1992:159:14, 3:105:1992:159:14, 58:105:1992:160:1, 59:105:1992:95:1, 60:105:1992:95:1,
  -61:105:1993:95:1, -60:105:1993:95:1, -59:105:1993:95:1, -5:105:1993:159:14, -4:105:1993:159:14,
  -3:105:1993:5:1, 3:105:1993:5:1, 4:105:1993:159:14, 5:105:1993:159:14, 59:105:1993:95:1,
  60:105:1993:95:1, 61:105:1993:95:1, -62:105:1994:95:1, -61:105:1994:95:1, -60:105:1994:95:1,
  -59:105:1994:95:1, -6:105:1994:159:14, -5:105:1994:159:14, -4:105:1994:5:3, -3:105:1994:5:1,
  -2:105:1994:5:1, -1:105:1994:5:3, 1:105:1994:5:3, 2:105:1994:5:1, 3:105:1994:5:1,
  4:105:1994:5:3, 5:105:1994:159:14, 59:105:1994:95:1, 60:105:1994:95:1, 61:105:1994:95:1,
  62:105:1994:95:1, -62:105:1995:95:1, -61:105:1995:95:1, -60:105:1995:95:1, -7:105:1995:159:14,
  -6:105:1995:159:14, -5:105:1995:162:5, -4:105:1995:5:3, -3:105:1995:5:1, -2:105:1995:5:1,
  0:105:1995:134:7, 2:105:1995:5:1, 3:105:1995:5:1, 4:105:1995:5:3, 5:105:1995:162:1,
  6:105:1995:159:14, 7:105:1995:159:14, 60:105:1995:95:1, 61:105:1995:95:1, 62:105:1995:95:1,
  -62:105:1996:95:1, -61:105:1996:95:1, -60:105:1996:95:1, -7:105:1996:159:14, -6:105:1996:5:3,
  -5:105:1996:5:3, -3:105:1996:126:9, -2:105:1996:126:9, 2:105:1996:126:9, 3:105:1996:126:9,
  5:105:1996:5:3, 6:105:1996:5:3, 7:105:1996:159:14, 60:105:1996:95:1, 61:105:1996:95:1,
  62:105:1996:95:1, 63:105:1996:95:1, -63:105:1997:95:1, -62:105:1997:95:1, -61:105:1997:95:1,
  -60:105:1997:95:1, -8:105:1997:159:14, -7:105:1997:5:1, -6:105:1997:5:1, -5:105:1997:5:1,
  -4:105:1997:126:9, 4:105:1997:126:9, 5:105:1997:5:1, 6:105:1997:5:1, 7:105:1997:5:1,
  8:105:1997:159:14, 60:105:1997:95:1, 61:105:1997:95:1, 62:105:1997:95:1, 63:105:1997:95:1,
  -63:105:1998:95:1, -62:105:1998:95:1, -61:105:1998:95:1, -8:105:1998:159:14, -6:105:1998:5:1,
  -5:105:1998:5:1, -4:105:1998:126:9, 4:105:1998:126:9, 5:105:1998:5:1, 6:105:1998:5:1,
  8:105:1998:159:14, 61:105:1998:95:1, 62:105:1998:95:1, 63:105:1998:160:1, -64:105:1999:160:1,
  -63:105:1999:160:4, -62:105:1999:160:1, -61:105:1999:95:14, -60:105:1999:95:14,
  -59:105:1999:95:14, -58:105:1999:95:14, -8:105:1999:159:14, -7:105:1999:5:3, -6:105:1999:5:3,
  6:105:1999:5:3, 8:105:1999:159:14, 58:105:1999:95:14, 59:105:1999:95:14, 60:105:1999:95:14,
  61:105:1999:95:1, 62:105:1999:95:1, 63:105:1999:95:1, 64:105:1999:160:4, -64:105:2000:160:4,
  -63:105:2000:160:4, -62:105:2000:95:1, -61:105:2000:95:14, -60:105:2000:95:14, -59:105:2000:95:14,
  -58:105:2000:95:14, -9:105:2000:126:3, -8:105:2000:159:14, -7:105:2000:5:3, -6:105:2000:5:1,
  -5:105:2000:134:5, 5:105:2000:134:4, 6:105:2000:5:3, 8:105:2000:159:14, 9:105:2000:126:3,
  58:105:2000:95:14, 59:105:2000:95:14, 60:105:2000:95:14, 61:105:2000:95:14, 62:105:2000:95:1,
  63:105:2000:160:4, 64:105:2000:160:4, -64:105:2001:160:4, -63:105:2001:95:1, -62:105:2001:95:1,
  -61:105:2001:95:1, -60:105:2001:95:14, -59:105:2001:95:14, -58:105:2001:95:14, -8:105:2001:159:14,
  -7:105:2001:5:3, -6:105:2001:5:3, 6:105:2001:5:3, 8:105:2001:159:14, 58:105:2001:95:14,
  59:105:2001:95:14, 60:105:2001:95:14, 61:105:2001:95:14, 62:105:2001:160:1, 63:105:2001:160:4,
  64:105:2001:160:1, -63:105:2002:160:1, -62:105:2002:95:1, -61:105:2002:95:1, -8:105:2002:159:14,
  -6:105:2002:5:1, -5:105:2002:5:1, -4:105:2002:126:9, 4:105:2002:126:9, 5:105:2002:5:1,
  6:105:2002:5:1, 8:105:2002:159:14, 61:105:2002:95:1, 62:105:2002:95:1, 63:105:2002:95:1,
  -63:105:2003:95:1, -62:105:2003:95:1, -61:105:2003:95:1, -60:105:2003:95:1, -8:105:2003:159:14,
  -7:105:2003:5:1, -6:105:2003:5:1, -5:105:2003:5:1, -4:105:2003:126:9, 4:105:2003:126:9,
  5:105:2003:5:1, 6:105:2003:5:1, 7:105:2003:5:1, 8:105:2003:159:14, 60:105:2003:95:1,
  61:105:2003:95:1, 62:105:2003:95:1, 63:105:2003:95:1, -63:105:2004:95:1, -62:105:2004:95:1,
  -61:105:2004:95:1, -60:105:2004:95:1, -7:105:2004:159:14, -6:105:2004:5:3, -5:105:2004:5:3,
  -3:105:2004:126:9, -2:105:2004:126:9, 2:105:2004:126:9, 3:105:2004:126:9, 5:105:2004:5:3,
  6:105:2004:5:3, 7:105:2004:159:14, 60:105:2004:95:1, 61:105:2004:95:1, 62:105:2004:95:1,
  -62:105:2005:95:1, -61:105:2005:95:1, -60:105:2005:95:1, -7:105:2005:159:14, -6:105:2005:159:14,
  -5:105:2005:162:5, -4:105:2005:5:3, -3:105:2005:5:1, -2:105:2005:5:1, 0:105:2005:134:6,
  2:105:2005:5:1, 3:105:2005:5:1, 4:105:2005:5:3, 5:105:2005:162:1, 6:105:2005:159:14,
  7:105:2005:159:14, 60:105:2005:95:1, 61:105:2005:95:1, 62:105:2005:95:1, -62:105:2006:95:1,
  -61:105:2006:95:1, -60:105:2006:95:1, -59:105:2006:95:1, -6:105:2006:159:14, -5:105:2006:159:14,
  -4:105:2006:5:3, -3:105:2006:5:1, -2:105:2006:5:1, -1:105:2006:5:3, 0:105:2006:5:3,
  1:105:2006:5:3, 2:105:2006:5:1, 3:105:2006:5:1, 4:105:2006:5:3, 5:105:2006:159:14,
  6:105:2006:159:14, 59:105:2006:95:1, 60:105:2006:95:1, 61:105:2006:95:1, 62:105:2006:95:1,
  -61:105:2007:95:1, -60:105:2007:95:1, -59:105:2007:95:1, -5:105:2007:159:14, -4:105:2007:159:14,
  -3:105:2007:5:1, 3:105:2007:5:1, 4:105:2007:159:14, 5:105:2007:159:14, 59:105:2007:95:1,
  60:105:2007:95:1, 61:105:2007:95:1, -60:105:2008:95:1, -59:105:2008:95:1, -58:105:2008:160:1,
  -3:105:2008:159:14, -2:105:2008:159:14, -1:105:2008:159:14, 0:105:2008:159:14, 1:105:2008:159:14,
  2:105:2008:159:14, 3:105:2008:159:14, 58:105:2008:160:4, 59:105:2008:160:4, 60:105:2008:95:1,
  -60:105:2009:95:1, -59:105:2009:160:1, -58:105:2009:160:1, 0:105:2009:126:3, 58:105:2009:95:1,
  59:105:2009:160:1, 60:105:2009:160:1, -59:105:2010:160:4, -58:105:2010:95:4, -57:105:2010:160:1,
  57:105:2010:160:1, 58:105:2010:160:1, 59:105:2010:160:4, -58:105:2011:160:1, -57:105:2011:160:1,
  57:105:2011:160:1, 58:105:2011:160:4, -11:105:2057:160:1, -10:105:2057:160:1, 10:105:2057:160:1,
  11:105:2057:160:1, -11:105:2058:160:4, -10:105:2058:160:1, -9:105:2058:95:1, -8:105:2058:160:4,
  -1:105:2058:95:14, 0:105:2058:95:14, 1:105:2058:95:14, 8:105:2058:160:1, 9:105:2058:160:1,
  10:105:2058:95:4, 11:105:2058:160:1, -10:105:2059:160:4, -9:105:2059:160:1, -8:105:2059:160:4,
  -7:105:2059:95:1, -6:105:2059:95:1, -1:105:2059:95:14, 0:105:2059:95:14, 1:105:2059:95:14,
  6:105:2059:95:1, 7:105:2059:95:1, 8:105:2059:95:1, 9:105:2059:160:1, 10:105:2059:160:4,
  -9:105:2060:160:1, -8:105:2060:95:1, -7:105:2060:95:1, -6:105:2060:95:1, -5:105:2060:95:1,
  -4:105:2060:95:1, -3:105:2060:95:1, -1:105:2060:95:14, 0:105:2060:95:14, 1:105:2060:95:14,
  3:105:2060:95:1, 4:105:2060:95:1, 5:105:2060:95:1, 6:105:2060:95:1, 7:105:2060:95:1,
  8:105:2060:95:1, 9:105:2060:95:1, -7:105:2061:95:1, -6:105:2061:95:1, -5:105:2061:95:1,
  -4:105:2061:95:1, -3:105:2061:95:1, -2:105:2061:95:1, -1:105:2061:95:14, 0:105:2061:95:14,
  1:105:2061:95:1, 2:105:2061:95:1, 3:105:2061:95:1, 4:105:2061:95:1, 5:105:2061:95:1,
  6:105:2061:95:1, 7:105:2061:95:1, -6:105:2062:95:1, -5:105:2062:95:1, -4:105:2062:95:1,
  -3:105:2062:95:1, -2:105:2062:95:1, -1:105:2062:160:1, 0:105:2062:95:1, 1:105:2062:95:1,
  2:105:2062:95:1, 3:105:2062:95:1, 4:105:2062:95:1, 5:105:2062:95:1, 6:105:2062:95:1,
  -3:105:2063:95:1, -2:105:2063:95:1, -1:105:2063:160:4, 0:105:2063:160:4, 1:105:2063:95:1,
  2:105:2063:160:1, 3:105:2063:95:1, 4:105:2063:95:1, -1:105:2064:160:1, 0:105:2064:160:4,
  1:105:2064:160:4, -1:106:1936:95:1, 0:106:1936:160:4, 1:106:1936:160:4, -3:106:1937:95:1,
  -2:106:1937:160:4, -1:106:1937:160:1, 0:106:1937:160:4, 1:106:1937:160:4, 2:106:1937:160:4,
  3:106:1937:95:1, -6:106:1938:95:1, -5:106:1938:95:1, -4:106:1938:95:1, -3:106:1938:95:1,
  -2:106:1938:95:1, -1:106:1938:160:1, 0:106:1938:160:1, 1:106:1938:95:1, 2:106:1938:95:1,
  3:106:1938:95:1, 4:106:1938:95:1, 5:106:1938:95:1, 6:106:1938:95:1, -7:106:1939:95:1,
  -6:106:1939:95:1, -5:106:1939:95:1, -4:106:1939:95:1, -3:106:1939:95:1, -2:106:1939:95:1,
  -1:106:1939:95:1, 0:106:1939:95:14, 1:106:1939:95:14, 2:106:1939:95:1, 3:106:1939:95:1,
  4:106:1939:95:1, 5:106:1939:95:1, 6:106:1939:95:1, 7:106:1939:95:1, -8:106:1940:160:4,
  -7:106:1940:95:1, -6:106:1940:95:1, -5:106:1940:95:1, -4:106:1940:95:1, -3:106:1940:95:1,
  -2:106:1940:95:14, -1:106:1940:95:14, 0:106:1940:95:14, 1:106:1940:95:14, 2:106:1940:95:1,
  3:106:1940:95:1, 4:106:1940:95:1, 5:106:1940:95:1, 6:106:1940:95:1, 7:106:1940:160:4,
  8:106:1940:160:1, -9:106:1941:160:1, -8:106:1941:160:1, -7:106:1941:160:1, -6:106:1941:95:1,
  -5:106:1941:95:1, -4:106:1941:95:1, -1:106:1941:95:14, 0:106:1941:95:14, 1:106:1941:95:14,
  4:106:1941:95:1, 5:106:1941:95:1, 6:106:1941:95:1, 7:106:1941:160:4, 8:106:1941:160:4,
  9:106:1941:160:4, -10:106:1942:160:1, -9:106:1942:160:4, -8:106:1942:160:1, -7:106:1942:95:1,
  -1:106:1942:95:14, 0:106:1942:95:14, 1:106:1942:95:14, 7:106:1942:160:1, 8:106:1942:160:4,
  9:106:1942:160:4, 10:106:1942:160:1, -58:106:1990:160:1, 58:106:1990:160:1, -59:106:1991:160:4,
  -58:106:1991:160:4, 58:106:1991:160:4, 59:106:1991:160:1, -60:106:1992:160:1, -59:106:1992:160:4,
  -58:106:1992:160:4, -1:106:1992:159:14, 0:106:1992:159:14, 1:106:1992:159:14, 58:106:1992:160:1,
  59:106:1992:160:1, 60:106:1992:160:4, -61:106:1993:95:1, -60:106:1993:160:4, -59:106:1993:160:4,
  -58:106:1993:160:1, -4:106:1993:159:14, -3:106:1993:159:14, -2:106:1993:159:14,
  2:106:1993:159:14, 3:106:1993:159:14, 4:106:1993:159:14, 58:106:1993:95:1, 59:106:1993:160:1,
  60:106:1993:95:1, 61:106:1993:95:1, -62:106:1994:95:1, -61:106:1994:95:1, -60:106:1994:95:1,
  -59:106:1994:95:1, -5:106:1994:159:14, -4:106:1994:5:1, -3:106:1994:162:1, -2:106:1994:159:14,
  2:106:1994:159:14, 3:106:1994:162:1, 4:106:1994:5:1, 5:106:1994:159:14, 59:106:1994:95:1,
  60:106:1994:95:1, 61:106:1994:95:1, 62:106:1994:95:1, -62:106:1995:95:1, -61:106:1995:95:1,
  -60:106:1995:95:1, -59:106:1995:95:1, -6:106:1995:159:14, -5:106:1995:162:1, -3:106:1995:5:1,
  -2:106:1995:5:1, -1:106:1995:5:3, 1:106:1995:5:3, 2:106:1995:5:1, 3:106:1995:5:1,
  5:106:1995:162:1, 6:106:1995:159:14, 59:106:1995:95:1, 60:106:1995:95:1, 61:106:1995:95:1,
  62:106:1995:95:1, -62:106:1996:95:1, -61:106:1996:95:1, -60:106:1996:95:1, -59:106:1996:95:1,
  -7:106:1996:159:14, -6:106:1996:5:1, -4:106:1996:5:3, -3:106:1996:5:1, -2:106:1996:5:1,
  0:106:1996:5:1, 2:106:1996:5:1, 3:106:1996:5:1, 4:106:1996:5:3, 6:106:1996:5:1,
  7:106:1996:159:14, 59:106:1996:95:1, 60:106:1996:95:1, 61:106:1996:95:1, 62:106:1996:95:1,
  -63:106:1997:95:1, -62:106:1997:95:1, -61:106:1997:95:1, -60:106:1997:95:1, -7:106:1997:159:14,
  -6:106:1997:162:1, -5:106:1997:5:1, -4:106:1997:5:1, -3:106:1997:5:1, -2:106:1997:5:1,
  -1:106:1997:126:9, 0:106:1997:134:7, 1:106:1997:126:9, 2:106:1997:5:1, 3:106:1997:5:1,
  4:106:1997:5:1, 5:106:1997:5:1, 6:106:1997:162:1, 7:106:1997:159:14, 60:106:1997:95:1,
  61:106:1997:95:1, 62:106:1997:95:1, 63:106:1997:95:1, -63:106:1998:160:4, -62:106:1998:95:1,
  -61:106:1998:95:1, -60:106:1998:95:1, -7:106:1998:159:14, -6:106:1998:5:3, -5:106:1998:5:1,
  -4:106:1998:5:1, -3:106:1998:5:1, -2:106:1998:126:9, 2:106:1998:126:9, 3:106:1998:5:1,
  4:106:1998:5:1, 5:106:1998:5:1, 7:106:1998:159:14, 60:106:1998:95:14, 61:106:1998:95:1,
  62:106:1998:95:1, 63:106:1998:160:4, -64:106:1999:160:4, -63:106:1999:160:4, -62:106:1999:95:1,
  -61:106:1999:95:14, -60:106:1999:95:14, -59:106:1999:95:14, -58:106:1999:95:14,
  -8:106:1999:159:14, -6:106:1999:5:3, -5:106:1999:5:3, -3:106:1999:126:9, 3:106:1999:126:9,
  5:106:1999:5:3, 6:106:1999:159:14, 8:106:1999:159:14, 58:106:1999:95:14, 59:106:1999:95:14,
  60:106:1999:95:14, 61:106:1999:95:1, 62:106:1999:160:1, 63:106:1999:160:1, 64:106:1999:95:1,
  -64:106:2000:160:4, -63:106:2000:160:4, -62:106:2000:160:1, -61:106:2000:95:14,
  -60:106:2000:95:14, -59:106:2000:95:14, -58:106:2000:95:14, -8:106:2000:159:14,
  -6:106:2000:5:3, -5:106:2000:5:1, -4:106:2000:5:1, -3:106:2000:134:5, 3:106:2000:134:4,
  4:106:2000:5:1, 5:106:2000:5:3, 8:106:2000:159:14, 58:106:2000:95:14, 59:106:2000:95:14,
  60:106:2000:95:14, 61:106:2000:95:14, 62:106:2000:160:1, 63:106:2000:160:4, 64:106:2000:160:4,
  -64:106:2001:95:1, -63:106:2001:160:1, -62:106:2001:160:1, -61:106:2001:95:1, -60:106:2001:95:14,
  -59:106:2001:95:14, -58:106:2001:95:14, -8:106:2001:159:14, -6:106:2001:5:3, -5:106:2001:5:3,
  -3:106:2001:126:9, 3:106:2001:126:9, 5:106:2001:5:3, 8:106:2001:159:14, 58:106:2001:95:14,
  59:106:2001:95:14, 60:106:2001:95:14, 61:106:2001:95:14, 62:106:2001:95:1, 63:106:2001:160:4,
  64:106:2001:160:4, -63:106:2002:160:4, -62:106:2002:95:1, -61:106:2002:95:1, -60:106:2002:95:14,
  -7:106:2002:159:14, -6:106:2002:159:14, -5:106:2002:5:1, -4:106:2002:5:1, -3:106:2002:5:1,
  -2:106:2002:126:9, 2:106:2002:126:9, 3:106:2002:5:1, 4:106:2002:5:1, 5:106:2002:5:1,
  6:106:2002:159:14, 7:106:2002:159:14, 60:106:2002:95:1, 61:106:2002:95:1, 62:106:2002:95:1,
  63:106:2002:160:4, -63:106:2003:95:1, -62:106:2003:95:1, -61:106:2003:95:1, -60:106:2003:95:1,
  -7:106:2003:159:14, -6:106:2003:162:1, -5:106:2003:5:1, -4:106:2003:5:1, -3:106:2003:5:1,
  -2:106:2003:5:1, -1:106:2003:126:9, 0:106:2003:134:6, 1:106:2003:126:9, 2:106:2003:5:1,
  3:106:2003:5:1, 4:106:2003:5:1, 5:106:2003:5:1, 6:106:2003:162:1, 7:106:2003:159:14,
  60:106:2003:95:1, 61:106:2003:95:1, 62:106:2003:95:1, 63:106:2003:95:1, -62:106:2004:95:1,
  -61:106:2004:95:1, -60:106:2004:95:1, -59:106:2004:95:1, -7:106:2004:159:14, -6:106:2004:5:1,
  -4:106:2004:5:3, -3:106:2004:5:1, -2:106:2004:5:1, 0:106:2004:5:1, 2:106:2004:5:1,
  3:106:2004:5:1, 4:106:2004:5:3, 6:106:2004:5:1, 7:106:2004:159:14, 59:106:2004:95:1,
  60:106:2004:95:1, 61:106:2004:95:1, 62:106:2004:95:1, -62:106:2005:95:1, -61:106:2005:95:1,
  -60:106:2005:95:1, -59:106:2005:95:1, -6:106:2005:159:14, -5:106:2005:162:1, -3:106:2005:5:1,
  -2:106:2005:5:1, -1:106:2005:5:3, 0:106:2005:5:3, 1:106:2005:5:3, 2:106:2005:5:1,
  3:106:2005:5:1, 5:106:2005:162:1, 6:106:2005:159:14, 59:106:2005:95:1, 60:106:2005:95:1,
  61:106:2005:95:1, 62:106:2005:95:1, -62:106:2006:95:1, -61:106:2006:95:1, -60:106:2006:95:1,
  -59:106:2006:95:1, -5:106:2006:159:14, -4:106:2006:5:1, -3:106:2006:162:1, -2:106:2006:159:14,
  2:106:2006:159:14, 3:106:2006:162:1, 4:106:2006:5:1, 5:106:2006:159:14, 59:106:2006:95:1,
  60:106:2006:95:1, 61:106:2006:95:1, 62:106:2006:95:1, -61:106:2007:95:1, -60:106:2007:95:1,
  -59:106:2007:160:1, -58:106:2007:95:1, -4:106:2007:159:14, -3:106:2007:159:14, -2:106:2007:159:14,
  2:106:2007:159:14, 3:106:2007:159:14, 4:106:2007:159:14, 58:106:2007:160:1, 59:106:2007:160:4,
  60:106:2007:160:4, 61:106:2007:95:1, -60:106:2008:160:4, -59:106:2008:160:1, -58:106:2008:160:1,
  -1:106:2008:159:14, 0:106:2008:159:14, 1:106:2008:159:14, 58:106:2008:160:4, 59:106:2008:160:4,
  60:106:2008:160:1, -59:106:2009:160:1, -58:106:2009:160:4, 58:106:2009:160:4, 59:106:2009:160:4,
  -58:106:2010:160:1, 58:106:2010:160:1, -10:106:2058:160:1, -9:106:2058:160:4, -8:106:2058:160:4,
  -7:106:2058:160:1, -1:106:2058:95:14, 0:106:2058:95:14, 1:106:2058:95:14, 7:106:2058:95:1,
  8:106:2058:160:1, 9:106:2058:160:4, 10:106:2058:160:1, -9:106:2059:160:4, -8:106:2059:160:4,
  -7:106:2059:160:4, -6:106:2059:95:1, -5:106:2059:95:1, -4:106:2059:95:1, -1:106:2059:95:14,
  0:106:2059:95:14, 1:106:2059:95:14, 4:106:2059:95:1, 5:106:2059:95:1, 6:106:2059:95:1,
  7:106:2059:160:1, 8:106:2059:160:1, 9:106:2059:160:1, -8:106:2060:160:1, -7:106:2060:160:4,
  -6:106:2060:95:1, -5:106:2060:95:1, -4:106:2060:95:1, -3:106:2060:95:1, -2:106:2060:95:1,
  -1:106:2060:95:14, 0:106:2060:95:14, 1:106:2060:95:14, 2:106:2060:95:14, 3:106:2060:95:1,
  4:106:2060:95:1, 5:106:2060:95:1, 6:106:2060:95:1, 7:106:2060:95:1, 8:106:2060:160:4,
  -7:106:2061:95:1, -6:106:2061:95:1, -5:106:2061:95:1, -4:106:2061:95:1, -3:106:2061:95:1,
  -2:106:2061:95:1, -1:106:2061:95:14, 0:106:2061:95:14, 1:106:2061:95:1, 2:106:2061:95:1,
  3:106:2061:95:1, 4:106:2061:95:1, 5:106:2061:95:1, 6:106:2061:95:1, 7:106:2061:95:1,
  -6:106:2062:95:1, -5:106:2062:95:1, -4:106:2062:95:1, -3:106:2062:95:1, -2:106:2062:95:1,
  -1:106:2062:95:1, 0:106:2062:160:1, 1:106:2062:160:1, 2:106:2062:95:1, 3:106:2062:95:1,
  4:106:2062:95:1, 5:106:2062:95:1, 6:106:2062:95:1, -3:106:2063:95:1, -2:106:2063:160:4,
  -1:106:2063:160:4, 0:106:2063:160:4, 1:106:2063:160:1, 2:106:2063:160:4, 3:106:2063:95:1,
  -1:106:2064:160:4, 0:106:2064:160:4, 1:106:2064:95:1, -1:107:1936:160:1, 0:107:1936:160:4,
  1:107:1936:160:4, -3:107:1937:95:1, -2:107:1937:160:4, -1:107:1937:160:4, 0:107:1937:160:4,
  1:107:1937:95:1, 2:107:1937:160:4, -6:107:1938:95:1, -5:107:1938:95:1, -4:107:1938:95:1,
  -3:107:1938:95:1, -2:107:1938:95:1, -1:107:1938:160:1, 0:107:1938:160:1, 1:107:1938:95:4,
  2:107:1938:95:1, 3:107:1938:95:1, 4:107:1938:95:1, 5:107:1938:95:1, 6:107:1938:95:1,
  -7:107:1939:160:1, -6:107:1939:95:1, -5:107:1939:95:1, -4:107:1939:95:1, -3:107:1939:95:1,
  -2:107:1939:95:14, -1:107:1939:95:14, 0:107:1939:95:14, 1:107:1939:95:14, 2:107:1939:95:1,
  3:107:1939:95:1, 4:107:1939:95:1, 5:107:1939:95:1, 6:107:1939:95:1, 7:107:1939:160:4,
  -7:107:1940:160:4, -6:107:1940:160:4, -5:107:1940:95:1, -4:107:1940:95:1, -3:107:1940:95:1,
  -2:107:1940:95:1, -1:107:1940:95:14, 0:107:1940:95:14, 1:107:1940:95:14, 2:107:1940:95:1,
  3:107:1940:95:1, 4:107:1940:95:1, 5:107:1940:95:1, 6:107:1940:160:1, 7:107:1940:160:4,
  -8:107:1941:160:4, -7:107:1941:160:1, -6:107:1941:160:1, -5:107:1941:95:1, -4:107:1941:95:1,
  -2:107:1941:95:1, -1:107:1941:95:14, 0:107:1941:95:14, 1:107:1941:95:4, 2:107:1941:95:1,
  4:107:1941:95:1, 5:107:1941:95:1, 6:107:1941:95:1, 7:107:1941:160:1, 8:107:1941:160:4,
  -9:107:1942:160:4, -8:107:1942:95:1, -7:107:1942:95:1, -6:107:1942:160:4, -1:107:1942:95:14,
  0:107:1942:95:14, 1:107:1942:95:4, 6:107:1942:160:1, 7:107:1942:95:1, 8:107:1942:160:1,
  9:107:1942:160:4, -58:107:1991:160:4, 58:107:1991:160:4, -59:107:1992:160:4, -58:107:1992:160:1,
  58:107:1992:95:1, 59:107:1992:160:4, -61:107:1993:160:4, -60:107:1993:160:4, -59:107:1993:160:1,
  -58:107:1993:95:1, -3:107:1993:159:14, -1:107:1993:159:14, 0:107:1993:159:14, 1:107:1993:159:14,
  3:107:1993:159:14, 58:107:1993:95:1, 59:107:1993:160:1, 60:107:1993:160:4, 61:107:1993:160:1,
  -62:107:1994:95:1, -61:107:1994:95:1, -60:107:1994:160:1, -59:107:1994:95:1, -58:107:1994:160:1,
  -4:107:1994:5:1, -3:107:1994:162:1, -2:107:1994:159:14, -1:107:1994:159:14, 0:107:1994:159:14,
  1:107:1994:159:14, 2:107:1994:159:14, 3:107:1994:162:1, 4:107:1994:5:1, 58:107:1994:160:4,
  59:107:1994:160:1, 60:107:1994:160:4, 61:107:1994:95:1, 62:107:1994:95:1, -62:107:1995:95:1,
  -61:107:1995:95:1, -60:107:1995:95:1, -59:107:1995:95:1, -5:107:1995:162:1, -1:107:1995:5:3,
